"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-03","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-04","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-05","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-06","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-07","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-08","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-09","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-10","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-11","0.71",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-12","0.03",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-13","0.13",",,N","0.0",",,N","0.0",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-14","0.63",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-15","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-16","0.09",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-17","0.58",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-18","0.21",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-19","1.06",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-20","0.05",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-21","0.14",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-22","0.07",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-23","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-24","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-25","0.03",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-26","0.81",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-27","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-28","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-29","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-30","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-01","0.05",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-02","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-03","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-04","0.00","T,,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-05","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-06","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-07","0.07",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-08","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-09","0.06",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-10","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-11","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-12","0.70",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-13","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-14","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-15","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-16","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-17","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-18","0.66",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-19","0.20",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-20","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-21","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-22","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-23","3.16",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-24","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-25","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-26","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-27","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-28","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-29","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-30","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-07-31","0.00","T,,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-01","0.91",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-02","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-03","0.00","T,,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-04","1.92",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-05","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-06","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-07","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-08","0.33",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-09","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-10","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-11","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-12","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-13","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-14","0.15",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-15","0.30",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-16","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-17","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-18","0.28",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-19","0.15",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-20","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-21","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-22","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-23","0.58",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-24","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-25","0.06",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-26","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-27","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-28","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-29","0.13",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-30","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-08-31","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-01","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-02","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-03","0.31",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-04","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-05","0.03",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-06","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-07","0.11",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-08","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-09","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-10","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-11","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-12","0.33",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-13","0.04",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-14","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-15","0.12",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-16","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-17","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-18","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-19","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-20","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-21","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-22","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-23","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-24","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-25","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-26","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-27","0.09",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-28","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-29","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-09-30","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-01","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-02","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-03","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-04","0.41",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-05","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-06","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-07","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-08","0.45",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-09","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-10","0.42",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-11","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-12","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-13","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-14","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-15","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-16","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-17","2.65",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-18","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-19","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-20","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-21","0.35",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-22","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-23","0.46",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-24","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-25","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-26","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-27","0.16",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-28","1.62",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-29","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-30","0.03",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-10-31","0.38",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-11-01","0.68",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-11-02","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-11-03","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
